тип дорог;Кодификатор;Наименование дороги;Координата начала (x);Координата начала (y);Координата окончания (x);Координата окончания (y);Идентификатор
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;38К-017;Курск - Льгов - Рыльск - граница с Украиной;36.06147500;51.66213200;36.06147500;51.66213200;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;38К-017;;36.06384000;51.66289600;36.06323700;51.66273400;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;38К-017;проспект Ленинского Комсомола;36.06384000;51.66289600;36.06544300;51.66347300;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;38К-010;;36.08112400;51.58583100;36.07777800;51.58310400;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;38К-010;;36.08258800;51.58487100;36.08112400;51.58583100;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;38К-010;Крым - Иванино;36.08256300;51.58417000;36.03607200;51.57386300;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;38К-018;Курск - Поныри;36.21790400;51.75773100;36.31666000;51.88356600;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;38К-018;;36.26269900;51.82213700;36.26286200;51.82255300;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.06487300;51.65928400;36.06450500;51.66056900;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.07955300;51.71473300;36.16495200;51.70519300;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;М-2;;36.12573800;51.81902700;36.12658800;51.81896400;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13644500;51.73761200;36.13664300;51.73740000;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13669800;51.73772100;36.13644500;51.73761200;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13664300;51.73740000;36.13668200;51.73739700;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13668200;51.73739700;36.13692400;51.73748500;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13675800;51.75509500;36.13669000;51.75495400;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13669000;51.75495400;36.13704200;51.75458100;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13693400;51.73762100;36.13669800;51.73772100;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13672800;51.75555000;36.13675800;51.75509500;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13709000;51.75511100;36.13675800;51.75509500;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13692400;51.73748500;36.13694400;51.73751600;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13694400;51.73751600;36.13693400;51.73762100;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13703100;51.66203100;36.13747600;51.66273000;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13704200;51.75458100;36.13752200;51.75434500;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13704200;51.75458100;36.13725500;51.75459500;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13736200;51.75476600;36.13709000;51.75511100;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13710800;51.66287800;36.13731900;51.66266200;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13735000;51.66325500;36.13710800;51.66287800;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13725500;51.75459500;36.13736200;51.75476600;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13725500;51.75459500;36.13740800;51.75465200;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13731900;51.66266200;36.13747600;51.66273000;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13775000;51.66315700;36.13735000;51.66325500;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13747600;51.66273000;36.13775000;51.66315700;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.14201000;51.66979100;36.14159900;51.66987400;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.14381100;51.72918300;36.14410000;51.72900800;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.14400100;51.72929000;36.14381100;51.72918300;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.14411500;51.72928300;36.14400100;51.72929000;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.14410000;51.72900800;36.14417200;51.72902900;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.14417200;51.72902900;36.14411500;51.72928300;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.14723900;51.74095400;36.14872300;51.74058000;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.14765300;51.74188100;36.14723900;51.74095400;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.15535900;51.70776200;36.15532100;51.70769300;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.16560700;51.70660500;36.16592000;51.70663000;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.16585200;51.70519200;36.16575100;51.70683200;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.16664700;51.79171700;36.16846300;51.79000300;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.16846300;51.79000300;36.16893500;51.78940400;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.16856700;51.79029700;36.16846300;51.79000300;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.17855700;51.77364300;36.17849900;51.77361500;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.17928600;51.77359000;36.17855700;51.77364300;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.18925900;51.72241000;36.18938500;51.72204100;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.18910800;51.72446000;36.19473600;51.74795800;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.18938500;51.72204100;36.18925900;51.72241000;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.19023000;51.75187800;36.19022100;51.75164400;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.19022500;51.75320800;36.19023000;51.75187800;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.19023000;51.75187800;36.19067900;51.75161300;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.19101600;51.75204900;36.19023000;51.75187800;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.19067900;51.75161300;36.19107900;51.75197300;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.19107900;51.75197300;36.19101600;51.75204900;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.19436600;51.74836800;36.19473200;51.74824500;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.19473200;51.74824500;36.19442000;51.74850700;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.19502400;51.74849500;36.19442000;51.74850700;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.19473200;51.74824500;36.19473600;51.74795800;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.19502400;51.74849500;36.19473200;51.74824500;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.19473200;51.74824500;36.19500300;51.74828900;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.21790400;51.75773100;36.21821500;51.75681100;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.22642400;51.73828200;36.22677100;51.73807000;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.22677100;51.73807000;36.22686500;51.73807800;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.22686500;51.73807800;36.22691100;51.73843300;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.22657200;51.73801400;36.22958800;51.73823300;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.22596300;51.73755500;36.22958800;51.73823300;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.22958800;51.73823300;36.23111500;51.73805800;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.23111500;51.73805800;36.22608000;51.73794700;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.22979200;51.73825300;36.23010000;51.73826700;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.23010000;51.73826700;36.23021400;51.73826200;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.30777100;51.72958300;36.26774000;51.73985300;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;М-2;;36.12574600;51.81957500;36.12270300;51.82181900;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;М-2;;36.12574600;51.81957500;36.12574600;51.81957500;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;М-2;;36.12554300;51.81846300;36.12573800;51.81902700;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;Магистральная улица;36.13006400;51.65123700;36.13200200;51.65420300;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;38К-017;Курск - Льгов - Рыльск - граница с Украиной;36.13581400;51.66269200;36.06384000;51.66289600;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;Рышковский путепровод;36.13253700;51.65540400;36.13179400;51.65424600;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;Рышковский путепровод;36.13200200;51.65420300;36.13274100;51.65536600;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;проспект Кулакова;36.13274100;51.65536600;36.13253700;51.65540400;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;проспект Кулакова;36.13703100;51.66203100;36.13482900;51.65872100;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;улица 50 лет Октября;36.13709000;51.75511100;36.11832600;51.77722400;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;улица Пучковка;36.13740800;51.75465200;36.13709000;51.75511100;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;проспект Хрущёва;36.13668200;51.73739700;36.14381100;51.72918300;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13479600;51.71273500;36.14410000;51.72900800;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.14381100;51.72918300;36.13446900;51.71273500;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;проспект Хрущёва;36.14400100;51.72929000;36.13692400;51.73748500;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.13775000;51.66315700;36.13581400;51.66269200;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;Студенческая улица;36.13695400;51.73756200;36.14814500;51.74132600;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;улица Пучковка;36.15890700;51.75898300;36.14405400;51.75607700;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;улица 50 лет Октября;36.13736200;51.75476600;36.16643600;51.72038300;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;улица 50 лет Октября;36.16662600;51.72044300;36.15310100;51.73547000;
АВТОДОРОГИ РЕГИОНАЛЬНОГО ЗНАЧЕНИЯ;;;36.16502800;51.70533200;36.14750100;51.70973200;
